您好播主，想了解出工打工情况，	这块 我们不是很了解
谢谢 老师你好，怎么上加州理工科技大学，我也有个十岁的男孩，想带过去！	哈哈，好的！这个比较靠谱 我给您我的助理微信哈，他可以帮您安排对接一下 感谢您的喜爱和支持哈，我会安排我的助理Justin先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）Justin也是我们公司的高级猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
嗯嗯，好的，我加一下 老师不好，我女儿本科香港浸会大学会计专业，硕士想去美国，请问有什么建议吗？你这个是怎么收费的，谢谢	哈哈，您好！ 我是猎头公司小老板，我本身的公司没有留学申请服务 但是我这里有认识不错的美国本土（都是在美国工作生活且留下来的老师，不是中国的中介）如果您有兴趣我可以推荐他们给您 他们一般都是美国的博士毕业且都努力的留下来了，我觉得我们这些在美国的前辈会比留学后回国发展或者没有留过学的老师专业或者更有远见一些 他们的收费好像也是1-3万美金，也要根据您的情况和难度来判断
好的哈！非常感谢，你推荐给我吧，谢谢 我可以加你微信吗？	好的！您先加我微信我推荐给您 garyxiejienan
好的非常感谢 老师您好！我孩子录取美国佛罗里达大学经济学和宾夕法尼亚州立金融和俄亥俄州立大学计算机，这些哪个专业对她以后留下来工作或者前途更好一点啊？留下来很难吗？有没有其他办法啊？因为国外留学再回来认可度不高对不起自己的付出，可能孩子到时候心里承受不了，谢谢	唉。。。 这也是一个困局，本来出国是开开心心 但是现在逼得自己压力更大了，其实不应该的 我的直播，下星期有一场 我觉得您可以让她来听听 就是，知道大家都很惨，自己也会舒服一点不要再给自己太大压力
40岁外企高管如何在美国找工作？	哈哈，我今天的直播就是聊这个 因人而异 不过我觉得机会比较大，毕竟英文好 有机会再来直播间聊啊！
老师您好、请麻烦加一下微信mbim750702	感谢您的喜爱和支持哈，我会安排我的助理Justin先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）Justin也是我们公司的高级猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
请问乔治城法律JD在硅谷好找工作吗？可以加微信吗	感谢您的喜爱和支持哈，我会安排我的助理Justin先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）Justin也是我们公司的高级猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
很高兴能认识你这么有素质的主播	哈哈，谢谢您！ 我的荣幸哈，请您多支持
你好	你好
你好，我也想加小助理，进群，谢谢！	感谢您的喜爱和支持哈，我会安排我的助理Justin先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）Justin也是我们公司的高级猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
你好Gary，孩子明年美硕毕业，请问有求职辅导的服务吗？谢谢	我们没有求职辅导的服务，我们有直接匹配工作的服务 1.	我们作为猎头很多岗位要求其实比较高不适合刚毕业的学生。但是我们也有一些企业的资源或许可以介绍心毕业的学生给一些企业的HR或者老板，但是这种岗位他们不会支付我们猎头费我们可能需要反过来对求职者收费。一般收费是第一年年薪的20%。请慎重考虑
	
您好！怎样能够进一步联系到您？谢谢	感谢您的喜爱和支持哈，我会安排我的助理Justin先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）Justin也是我们公司的高级猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
孩子在硅谷工作，作为父母将退休，希望聊聊退休后的规划	哈哈，您好，我的直播会经常聊这个话题哈 您关注一下我的直播！
Cary老师，您好呀，想加您微信，13928001707这是我微信号	感谢您的喜爱和支持哈，我会安排我的助理Justin先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）Justin也是我们公司的高级猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
你好你好 想了解一下北美猎头找工作	感谢您的喜爱和支持哈，我会安排我的助理Justin先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）Justin也是我们公司的高级猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
Gary老师，我想咨询您美国就业情况，应该通过什么渠道与您联系呢？	感谢您的喜爱和支持哈，我会安排我的助理Justin先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）Justin也是我们公司的高级猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
Gary老师您好！怎么联系您呢？	感谢您的喜爱和支持哈，我会安排我的助理Justin先加您，现在后台的粉丝信息比较多，我平时还需要负责猎头主线业务的开发和寻猎（博主只是副业哈）Justin也是我们公司的高级猎头顾问，他很细心也跟了我很多年了，实习、工作以及身份方面的资源和信息也会有他跟我一起对接。如果有什么他解决不了的都会来找我，希望我们团队可以一起帮到您。他的微信是Garysv2024，麻烦您添加他之后也可以截图一下您的需求方便他对上号
DS硕士专业毕业现在在美国找工状况怎么样？	很惨。。。
大佬您好	哈哈，熊猫大佬您好！
老师您好，我家孩子在哥伦比亚大学就读人工智能～机器学习这个专业，您麻烦帮忙分析一下就业前景吗	哥伦比亚大学居然这么快就出了人工智能专业？他们果然什么好赚钱什么方向就去做，行动力第一 因为是哥大的新专业吧我相信，所以未来如何其实我们无法判断 您孩子自己喜欢人工智能吗？
